,Unnamed: 0,drugName,condition
1367,8374,sulindac,Rheumatoid Arthritis
1368,8375,proctosol-hc,Hemorrhoids
1369,8394,tranylcypromine,Depression
1370,8407,felbatol,Epilepsy
1371,8418,olodaterol / tiotropium,COPD
1372,8424,sulfasalazine,Crohn's Disease
1373,8445,opium,Diarrhea
1374,8447,cedax,Sinusitis
1375,8479,finasteride,Androgenetic Alopecia
1376,8509,meridia,Obesity
1377,8542,adenosine,Supraventricular Tachycardia
1378,8552,makena,Premature Lab
1379,8564,subutex,Opiate Dependence
1380,8577,intal inhaler,"Asthma, Maintenance"
1381,8578,fluticasone / salmeterol,"Asthma, Maintenance"
1382,8591,selexipag,Pulmonary Hypertension
1383,8600,lipitor,High Cholesterol
1384,8658,lupron depot-ped,Precocious Puberty
1385,8666,riluzole,Obsessive Compulsive Disorde
1386,8678,lupron,Prostate Cance
1387,8694,dibucaine,Local Anesthesia
1388,8713,ticagrelor,Acute Coronary Syndrome
1389,8753,azathioprine,Ulcerative Colitis
1390,8755,trezix,Pain
1391,8768,amlodipine / hydrochlorothiazide / olmesartan,High Blood Pressure
1392,8771,retin-a,Acne
1393,8776,angeliq,Postmenopausal Symptoms
1394,8779,macrodantin,Prevention of Bladder infection
1395,8802,nuedexta,Pseudobulbar Affect
1396,8819,entocort ec,"Crohn's Disease, Acute"
1397,8821,actonel,Osteoporosis
1398,8843,indocin,"Gout, Acute"
1399,8926,magnesium salicylate,Pain
1400,8931,dermal filler,acial Wrinkles
1401,8939,acetaminophen / caffeine / dihydrocodeine,Pain
1402,8948,amrix,Muscle Spasm
1403,8960,simeprevir,Hepatitis C
1404,8963,vicoprofen,Pain
1405,8989,glimepiride / pioglitazone,"Diabetes, Type 2"
1406,8992,desoximetasone,Psoriasis
1407,9042,tazorac,Psoriasis
1408,9070,necon 7 / 7 / 7,Birth Control
1409,9075,nadolol,Migraine Prevention
1410,9090,linezolid,Pneumonia
1411,9129,clarinex,Allergic Rhinitis
1412,9185,xalatan,"Glaucoma, Open Angle"
1413,9193,salonpas pain patch,Osteoarthritis
1414,9209,glipizide xl,"Diabetes, Type 2"
1415,9215,diphenidol,Vertig
1416,9216,perforomist,"COPD, Maintenance"
1417,9223,livalo,High Cholesterol
1418,9231,desogen,Birth Control
1419,9244,zoladex,Prostate Cance
1420,9262,taxotere,Breast Cance
1421,9274,candesartan,High Blood Pressure
1422,9286,enoxaparin,Deep Vein Thrombosis
1423,9291,actoplus met,"Diabetes, Type 2"
1424,9300,naratriptan,Migraine
1425,9303,micardis,High Blood Pressure
1426,9323,pexeva,Anxiety
1427,9329,cyred,Birth Control
1428,9330,jalyn,Benign Prostatic Hyperplasia
1429,9335,meperidine / promethazine,Pain
1430,9390,prinzide,High Blood Pressure
1431,9401,rytary,Parkinson's Disease
1432,9403,daraprim,Malaria Prevention
1433,9414,pseudoephedrine,Nasal Congestion
1434,9522,diphenhydramine / hydrocortisone,Pruritus
1435,9563,valturna,High Blood Pressure
1436,9621,fidaxomicin,Clostridial Infection
1437,9656,temovate,Dermatitis
1438,9667,xtandi,Prostate Cance
1439,9669,fluoxetine / olanzapine,Bipolar Disorde
1440,9685,salicylic acid / sulfur,Dandruff
1441,9706,hyzaar,High Blood Pressure
1442,9719,tarceva,Non-Small Cell Lung Cance
1443,9727,cyanocobalamin,Vitamin B12 Deficiency
1444,9749,homatropine / hydrocodone,Cough
1445,9758,cardizem,Atrial Flutte
1446,9760,loteprednol,Iritis
1447,9764,somnote,Insomnia
1448,9767,a + d cracked skin relief,Bacterial Skin Infection
1449,9780,rivastigmine,Alzheimer's Disease
1450,9807,interferon beta-1a,Multiple Sclerosis
1451,9830,actos,"Diabetes, Type 2"
1452,9853,paxil cr,Depression
1453,9858,ferrous sulfate,Vitamin/Mineral Supplementation during Pregnancy/Lactation
1454,9862,aygestin,Abnormal Uterine Bleeding
1455,9869,dienogest / estradiol,Birth Control
1456,9875,mepron,Babesiosis
1457,9970,enablex,Urinary Incontinence
1458,9982,cinacalcet,Secondary Hyperparathyroidism
1459,9984,alendronate,Osteoporosis
1460,9989,tobradex,"Conjunctivitis, Bacterial"
1461,10015,lotensin,High Blood Pressure
1462,10018,prilosec,GERD
1463,10034,elocon,Atopic Dermatitis
1464,10040,talwin,Pain
1465,10044,inderal,Performance Anxiety
1466,10047,rogaine women's,Alopecia
1467,10058,psyllium,Irritable Bowel Syndrome
1468,10060,recticare,Hemorrhoids
1469,10086,stendra,Erectile Dysfunction
1470,10103,mydayis,ADHD
1471,10105,vimpat,Seizures
1472,10123,carac,Skin Cance
1473,10135,fluocinolone / hydroquinone / tretinoin,Melasma
1474,10146,natroba,Head Lice
1475,10159,eovist,Liver Magnetic Resonance Imaging
1476,10176,daclatasvir,Hepatitis C
1477,10197,monovisc,Osteoarthritis
1478,10224,alcortin a,Dermatitis
1479,10259,excedrin,Migraine
1480,10276,horizant,Restless Legs Syndrome
1481,10317,nostrilla,Nasal Congestion
1482,10324,rea lo 40,Dermatological Disorders
1483,10331,empagliflozin / metformin,min)
1484,10353,stalevo 200,Parkinson's Disease
1485,10379,glucotrol,"Diabetes, Type 2"
1486,10449,atropine / hyoscyamine / phenobarbital / scopolamine,Irritable Bowel Syndrome
1487,10460,multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency
1488,10465,zorvolex,Pain
1489,10478,famciclovir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host"
1490,10539,aranesp,Anemia Associated with Chronic Renal Failure
1491,10541,fosfomycin,Bladder Infection
1492,10550,carafate,GERD
1493,10558,flurandrenolide,Eczema
1494,10590,pneumococcal 13-valent vaccine,Pneumococcal Disease Prophylaxis
1495,10593,terbutaline,Premature Lab
1496,10627,lidocaine viscous,Pain
1497,10644,ketoconazole,Not Listed / Othe
1498,10711,denavir,Cold Sores
1499,10729,estrace,Hypoestrogenism
1500,10741,imitrex statdose,Migraine
1501,10750,vraylar,Bipolar Disorde
1502,10761,sarafem,Premenstrual Dysphoric Disorde
1503,10770,marplan,Depression
1504,10786,gabitril,Seizures
1505,10787,atenolol / chlorthalidone,High Blood Pressure
1506,10813,piroxicam,Rheumatoid Arthritis
1507,10824,muse,Erectile Dysfunction
1508,10855,renvela,Hyperphosphatemia of Renal Failure
1509,10868,evening primrose oil,Hot Flashes
1510,10878,praluent,High Cholesterol
1511,10883,revatio,Pulmonary Hypertension
1512,10920,lotronex,Diarrhea
1513,10928,zenatane,Acne
1514,10936,methenamine,Bladder Infection
1515,10953,entresto,Heart Failure
1516,10985,imitrex nasal,Cluster Headaches
1517,11005,cellcept,Myasthenia Gravis
1518,11017,apriso,Ulcerative Colitis
1519,11031,systane,Dry Eye Disease
1520,11052,orudis kt,Rheumatoid Arthritis
1521,11059,nortrel 7 / 7 / 7,Birth Control
1522,11069,micardis hct,High Blood Pressure
1523,11078,advil cold and sinus,Sinus Symptoms
1524,11086,biotin,Dietary Supplementation
1525,11109,nitroglycerin,Anal Fissure and Fistula
1526,11124,vimovo,Osteoarthritis
1527,11133,acetaminophen / butalbital,Headache
1528,11145,bepreve,"Conjunctivitis, Allergic"
1529,11173,incivek,Hepatitis C
1530,11181,plavix,Heart Attack
1531,11185,permethrin,Scabies
1532,11207,imodium a-d,Diarrhea
1533,11214,vicks nyquil d cold and flu nighttime relief,Cold Symptoms
1534,11267,fabior,Acne
1535,11268,arginine,Dietary Supplementation
1536,11277,brilinta,Acute Coronary Syndrome
1537,11346,camila,Birth Control
1538,11353,abiraterone,Prostate Cance
1539,11354,aprepitant,"Nausea/Vomiting, Chemotherapy Induced"
1540,11439,peginterferon alfa-2a,Hepatitis C
1541,11459,aloe vera / hydrocortisone / iodoquinol,Dermatitis
1542,11461,fiorinal,Migraine
1543,11485,dolophine,Opiate Withdrawal
1544,11488,iressa,Non-Small Cell Lung Cance
1545,11633,levalbuterol,"COPD, Acute"
1546,11642,hydrochlorothiazide / valsartan,High Blood Pressure
1547,11643,trocaine,Tonsillitis/Pharyngitis
1548,11645,avapro,High Blood Pressure
1549,11651,panoxyl,Acne
1550,11678,flumist,Influenza Prophylaxis
1551,11683,glycerin,Constipation
1552,11703,hydrochlorothiazide / moexipril,High Blood Pressure
1553,11711,hydrochlorothiazide / triamterene,High Blood Pressure
1554,11748,nitrolingual pumpspray,Heart Attack
1555,11771,nicorette,Smoking Cessation
1556,11776,romiplostim,Idiopathic Thrombocytopenic Purpura
1557,11778,zestoretic,High Blood Pressure
1558,11795,levsin,Irritable Bowel Syndrome
1559,11834,sudafed pe severe cold,Cold Symptoms
1560,11846,gynazole-1,Vaginal Yeast Infection
1561,11863,aclidinium,COPD
1562,11890,avandia,"Diabetes, Type 2"
1563,11893,tradjenta,"Diabetes, Type 2"
1564,11914,addyi,Hypoactive Sexual Desire Disorde
1565,11938,zocor,High Cholesterol
1566,11941,fanapt,Schizophrenia
1567,11944,ranolazine,Angina
1568,11948,cyclizine,Motion Sickness
1569,11951,azilsartan medoxomil,High Blood Pressure
1570,11997,marinol,"Nausea/Vomiting, Chemotherapy Induced"
1571,12002,naloxone / pentazocine,Pain
1572,12045,roxicet,Chronic Pain
1573,12070,benzoyl peroxide / hydrocortisone,Acne
1574,12080,paromomycin,Dientamoeba fragilis
1575,12092,nucynta er,Diabetic Peripheral Neuropathy
1576,12109,ferric citrate,Hyperphosphatemia of Renal Failure
1577,12123,fosrenol,Hyperphosphatemia of Renal Failure
1578,12131,pentothal,Anesthesia
1579,12151,oruvail,Back Pain
1580,12157,zonegran,Seizures
1581,12162,brivaracetam,Seizures
1582,12202,tiger balm,Pain
1583,12207,alrex,Conjunctivitis
1584,12218,primatene mist,"COPD, Acute"
1585,12260,calcium carbonate,Stomach Ulce
1586,12262,triamterene,Edema
1587,12272,electrolyte replacement solutions,Not Listed / Othe
1588,12277,abilify maintena,Schizophrenia
1589,12304,remeron soltab,Depression
1590,12313,nalfon,"Gout, Acute"
1591,12325,stelazine,Anxiety
1592,12333,advil,Back Pain
1593,12337,albuterol / ipratropium,"COPD, Maintenance"
1594,12339,pravastatin,High Cholesterol
1595,12340,xtampza er,Chronic Pain
1596,12346,methscopolamine,Dumping Syndrome
1597,12373,hydrochlorothiazide / losartan,High Blood Pressure
1598,12387,azacitidine,Myelodysplastic Syndrome
1599,12404,donnatal,Irritable Bowel Syndrome
1600,12406,lysteda,Menorrhagia
1601,12411,edex,Erectile Dysfunction
1602,12421,fluocinonide,Psoriasis
1603,12427,briviact,Seizures
1604,12491,triazolam,Insomnia
1605,12506,lioresal,Neuralgia
1606,12599,red yeast rice,High Cholesterol
1607,12652,hyaluronidase,Hypodermoclysis
1608,12665,hycodan,Cough
1609,12667,megace,Endometrial Cance
1610,12697,crisaborole,Atopic Dermatitis
1611,12713,naloxone,Opioid Overdose
1612,12721,pindolol,High Blood Pressure
1613,12725,zantac 150,GERD
1614,12739,lamisil at,Tinea Corporis
1615,12748,qudexy xr,Seizure Prevention
1616,12760,ingenol,Actinic Keratosis
1617,12795,asmanex twisthaler,"Asthma, Maintenance"
1618,12812,chromium picolinate,Vitamin/Mineral Supplementation and Deficiency
1619,12819,bimatoprost,Intraocular Hypertension
1620,12830,xerac ac,Hyperhidrosis
1621,12867,ethinyl estradiol / ethynodiol,Birth Control
1622,12877,ventolin hfa,"Asthma, acute"
1623,12885,glucophage,"Diabetes, Type 2"
1624,12921,sevelamer,Hyperphosphatemia of Renal Failure
1625,12927,avita,Acne
1626,12984,alyacen 1 / 35,Birth Control
1627,12986,lanacane,Pain
1628,13011,magnesium gluconate,Dietary Supplementation
1629,13051,icatibant,Hereditary Angioedema
1630,13053,condylox,Condylomata Acuminata
1631,13060,tavaborole,"Onychomycosis, Toenail"
1632,13092,aromasin,Breast Cance
1633,13103,climara,Hypoestrogenism
1634,13129,uroxatral,Benign Prostatic Hyperplasia
1635,13180,levo-t,Hashimoto's disease
1636,13200,povidone iodine,Topical Disinfection
1637,13228,pembrolizumab,"Melanoma, Metastatic"
1638,13291,advil liqui-gels,"Gout, Acute"
1639,13306,catapres,ADHD
1640,13310,np thyroid,Underactive Thyroid
1641,13312,linagliptin / metformin,min)
1642,13313,natazia,Birth Control
1643,13343,fosamax,Osteoporosis
1644,13356,tiagabine,Seizures
1645,13383,ogestrel-28,Birth Control
1646,13411,tri-linyah,Acne
1647,13424,almotriptan,Migraine
1648,13426,children's motrin,Pain
1649,13466,lioresal intrathecal,Chronic Spasticity
1650,13470,pentoxifylline,Intermittent Claudication
1651,13476,neevo dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation
1652,13500,sacubitril / valsartan,Heart Failure
1653,13510,edarbyclor,High Blood Pressure
1654,13515,omeprazole / sodium bicarbonate,Stomach Ulce
1655,13553,minocin,Acne
1656,13563,prasugrel,Acute Coronary Syndrome
1657,13568,xifaxan,Irritable Bowel Syndrome
1658,13575,meperitab,Pain
1659,13616,ventolin,"Asthma, acute"
1660,13621,tylenol with codeine #4,Pain
1661,13645,phenohytro,Irritable Bowel Syndrome
1662,13661,morphine / naltrexone,Chronic Pain
1663,13716,treprostinil,Pulmonary Hypertension
1664,13718,combivent respimat,"COPD, Maintenance"
1665,13723,oxiconazole,Tinea Corporis
1666,13753,pegfilgrastim,Neutropenia Associated with Chemotherapy
1667,13813,darvon,Pain
1668,13818,urispas,Overactive Bladde
1669,13828,bupivacaine liposome,Pain
1670,13868,copegus,Hepatitis C
1671,13876,insulin detemir,"Diabetes, Type 2"
1672,13937,rasagiline,Parkinson's Disease
1673,13949,nivolumab,Renal Cell Carcinoma
1674,13986,epiduo forte,Acne
1675,13996,humalog kwikpen,"Diabetes, Type 1"
1676,14015,multaq,Atrial Fibrillation
1677,14043,prilosec otc,GERD
1678,14082,ritalin la,ADHD
1679,14084,androderm,"Hypogonadism, Male"
1680,14087,ddavp,Diabetes Insipidus
1681,14127,capecitabine,"Breast Cancer, Metastatic"
1682,14145,clozaril,Schizophrenia
1683,14170,gefitinib,Non-Small Cell Lung Cance
1684,14178,uricalm,Dysuria
1685,14181,penlac nail lacquer,"Onychomycosis, Fingernail"
1686,14189,allantoin / camphor / phenol,Herpes Simplex
1687,14247,pravachol,High Cholesterol
1688,14269,galantamine,Alzheimer's Disease
1689,14293,tekturna hct,High Blood Pressure
1690,14317,trulance,Chronic Idiopathic Constipation
1691,14343,sanctura,Overactive Bladde
1692,14350,coumadin,Prevention of Thromboembolism in Atrial Fibrillation
1693,14352,unithroid,Hashimoto's disease
1694,14389,veltin,Acne
1695,14405,belviq xr,Weight Loss
1696,14420,amnesteem,Acne
1697,14428,aptiom,Seizures
1698,14431,allegra,Urticaria
1699,14438,lithobid,Bipolar Disorde
1700,14454,afinitor,Renal Cell Carcinoma
1701,14475,combivir,HIV Infection
1702,14511,daliresp,"COPD, Maintenance"
1703,14512,alosetron,Irritable Bowel Syndrome
1704,14525,procentra,ADHD
1705,14552,diazepam intensol,Anxiety
1706,14590,demerol,Pain
1707,14608,diovan hct,High Blood Pressure
1708,14631,trilipix,High Cholesterol
1709,14637,altoprev,"High Cholesterol, Familial Heterozygous"
1710,14656,niravam,Panic Disorde
1711,14683,elimite,Scabies
1712,14685,mupirocin,Secondary Cutaneous Bacterial Infections
1713,14687,acetaminophen / pentazocine,Pain
1714,14689,duexis,Osteoarthritis
1715,14697,hiprex,Bladder Infection
1716,14711,maxzide,High Blood Pressure
1717,14712,altavera,Birth Control
1718,14732,chorionic gonadotropin (hcg),Obesity
1719,14734,quibron-t,"Asthma, acute"
1720,14741,tetrahydrozoline / zinc sulfate,Eye Redness/Itching
1721,14747,saxagliptin,"Diabetes, Type 2"
1722,14820,yuvafem,Atrophic Vaginitis
1723,14870,cefazolin,Bacterial Endocarditis Prevention
1724,14885,tegaserod,Irritable Bowel Syndrome
1725,14910,dupilumab,Eczema
1726,14917,ilevro,Postoperative Ocular Inflammation
1727,14930,enteragam,Irritable Bowel Syndrome
1728,14948,calan,Cluster Headaches
1729,14976,sotalol,Atrial Fibrillation
1730,14998,limbitrol ds,Anxiety
1731,15019,avodart,Benign Prostatic Hyperplasia
1732,15025,sodium hypochlorite,Topical Disinfection
1733,15027,votrient,Renal Cell Carcinoma
1734,15066,ciprodex,Otitis Externa
1735,15076,bayer aspirin,Back Pain
1736,15132,valproic acid,Bipolar Disorde
1737,15142,monistat 1-day or night combination pack,Vaginal Yeast Infection
1738,15158,stavzor,Mania
1739,15171,habitrol,Smoking Cessation
1740,15179,reprexain,Pain
1741,15187,zicam extreme congestion relief,Nasal Congestion
1742,15189,prograf,"Organ Transplant, Rejection Prophylaxis"
1743,15211,ginkgo,Herbal Supplementation
1744,15216,ezetimibe / simvastatin,High Cholesterol
1745,15222,biotene mouthwash,Xerostomia
1746,15237,tofranil,Interstitial Cystitis
1747,15243,amiodarone,Arrhythmia
1748,15301,tekturna,High Blood Pressure
1749,15302,bismuth subsalicylate,Diarrhea
1750,15307,travoprost,"Glaucoma, Open Angle"
1751,15454,rogaine,Alopecia
1752,15467,juleber,Birth Control
1753,15541,pamelor,Neuralgia
1754,15558,mercaptopurine,"Crohn's Disease, Maintenance"
1755,15570,frova,Migraine
1756,15593,proventil hfa,"Asthma, Maintenance"
1757,15630,cartia xt,Supraventricular Tachycardia
1758,15640,colcrys,"Gout, Acute"
1759,15665,elestat,"Conjunctivitis, Allergic"
1760,15702,zipsor,Back Pain
1761,15707,mellaril,Schizophrenia
1762,15724,chlorpheniramine / dextromethorphan / pseudoephedrine,Cough and Nasal Congestion
1763,15764,methylin,ADHD
1764,15819,lorzone,Muscle Spasm
1765,15852,privine,Nasal Congestion
1766,15868,astelin,Allergic Rhinitis
1767,15892,combipatch,Postmenopausal Symptoms
1768,15927,estradiol patch,Oophorectomy
1769,15950,multivitamin with iron,Anemia
1770,15951,tri-estarylla,Acne
1771,16058,haloperidol,Psychosis
1772,16074,olodaterol,Not Listed / Othe
1773,16078,hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,Urinary Tract Infection
1774,16111,nasonex,Allergic Rhinitis
1775,16172,t-diet,Weight Loss
1776,16183,salsalate,Rheumatoid Arthritis
1777,16274,diosmiplex,Dietary Supplementation
1778,16280,metadate cd,ADHD
1779,16336,metoprolol tartrate,High Blood Pressure
1780,16379,penicillin g benzathine,Bacterial Infection
1781,16423,dovonex,Psoriasis
1782,16425,spinosad,Head Lice
1783,16506,icosapent,Hypertriglyceridemia
1784,16523,chlorpheniramine / hydrocodone / phenylephrine,Cough and Nasal Congestion
1785,16536,excedrin sinus headache,Headache
1786,16542,aricept,Alzheimer's Disease
1787,16561,fycompa,Seizures
1788,16575,bendamustine,Non-Hodgkin's Lymphoma
1789,16596,coal tar / salicylic acid / sulfur,Psoriasis
1790,16622,trinessa lo,Acne
1791,16652,sular,Raynaud's Syndrome
1792,16765,cabozantinib,Thyroid Cance
1793,16797,simcor,High Cholesterol
1794,16833,hytrin,Benign Prostatic Hyperplasia
1795,16843,cleocin,Sinusitis
1796,16886,solu-medrol,"Gout, Acute"
1797,16913,anaprox,Back Pain
1798,16935,rhofade,Rosacea
1799,16936,westcort,Eczema
1800,16939,glucosamine,ibromyalgia
1801,16974,orap,Tourette's Syndrome
1802,16975,uceris,"Ulcerative Colitis, Active"
1803,17035,hydrocodone / pseudoephedrine,Cough and Nasal Congestion
1804,17053,rifampin,"Tuberculosis, Latent"
1805,17061,prodrin,Headache
1806,17095,spectazole,Tinea Pedis
1807,17100,felbamate,Lennox-Gastaut Syndrome
1808,17109,humalog,"Diabetes, Type 1"
1809,17123,lemtrada,Multiple Sclerosis
1810,17133,lodine,Osteoarthritis
1811,17137,lovenox,Deep Vein Thrombosis
1812,17166,toviaz,Overactive Bladde
1813,17170,buckleys mixture,Cough
1814,17219,bromfed dm,Cough and Nasal Congestion
1815,17268,uniphyl,"Asthma, Maintenance"
1816,17322,esgic-plus,Headache
1817,17331,aldara,Human Papilloma Virus
1818,17361,debrox,Ear Wax Impaction
1819,17384,cardura,Benign Prostatic Hyperplasia
1820,17421,pataday,Seasonal Allergic Conjunctivitis
1821,17458,sorafenib,Hepatocellular Carcinoma
1822,17465,nupercainal,Hemorrhoids
1823,17496,tylox,Pain
1824,17521,ospemifene,Dyspareunia
1825,17527,psorcon e,Eczema
1826,17549,temodar,Glioblastoma Multiforme
1827,17592,tylenol,Pain
1828,17604,cordarone,Arrhythmia
1829,17616,erbitux,Head and Neck Cance
1830,17642,ketotifen,"Conjunctivitis, Allergic"
1831,17692,atrovent nasal,Rhinorrhea
1832,17747,hydroxyprogesterone,Premature Lab
1833,17830,benlysta,Systemic Lupus Erythematosus
1834,17853,acetaminophen / dextromethorphan / phenylephrine,Sinus Symptoms
1835,17920,atovaquone,Babesiosis
1836,17948,bisoprolol,Supraventricular Tachycardia
1837,17956,cogentin,Extrapyramidal Reaction
1838,17968,fluocinolone,Diabetic Macular Edema
1839,18018,dutasteride / tamsulosin,Benign Prostatic Hyperplasia
1840,18128,dilt-xr,Atrial Fibrillation
1841,18137,norpace cr,Arrhythmia
1842,18166,paregoric,Diarrhea
1843,18175,a / b otic,Otitis Media
1844,18193,abatacept,Rheumatoid Arthritis
1845,18196,estratest h.s.,Menopausal Disorders
1846,18240,migergot,Migraine
1847,18271,femcon fe,Birth Control
1848,18336,astepro,Allergic Rhinitis
1849,18387,hydrocortisone / pramoxine,Hemorrhoids
1850,18427,amoxapine,Depression
1851,18441,glyburide,"Diabetes, Type 2"
1852,18512,vicodin hp,Pain
1853,18602,vienva,Birth Control
1854,18658,estazolam,Insomnia
1855,18756,benazepril,High Blood Pressure
1856,18760,cordran tape,Psoriasis
1857,18767,durezol,Uveitis
1858,18777,keytruda,"Melanoma, Metastatic"
1859,18886,acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,Cold Symptoms
1860,18923,gemifloxacin,Pneumonia
1861,18950,myobloc,Dystonia
1862,18966,mycophenolic acid,tic (mycophenolic acid)
1863,18976,cytomel,Underactive Thyroid
1864,18990,tetracycline,Acne
1865,19013,epipen,Allergic Reactions
1866,19073,allegra-d 12 hour,Allergic Rhinitis
1867,19104,risperdal m-tab,Schizoaffective Disorde
1868,19161,hylira,Dermatitis
1869,19189,solaraze,Keratosis
1870,19196,sanctura xr,Urinary Incontinence
1871,19240,myleran,Thrombocythemia
1872,19252,lidex,Psoriasis
1873,19446,chlorpheniramine / methscopolamine / phenylephrine,Rhinitis
1874,19457,inderal la,Migraine Prevention
1875,19494,ergocalciferol,Vitamin D Deficiency
1876,19512,hyomax sr,Crohn's Disease
1877,19515,lucentis,Macular Degeneration
1878,19540,phenylephrine / pramoxine,Hemorrhoids
1879,19541,dexamethasone / neomycin / polymyxin b,"Conjunctivitis, Bacterial"
1880,19557,repaglinide,"Diabetes, Type 2"
1881,19558,kenalog-40,Allergic Rhinitis
1882,19599,"insulin inhalation, rapid acting","Diabetes, Type 1"
1883,19636,lopressor,High Blood Pressure
1884,19638,zelboraf,"Melanoma, Metastatic"
1885,19714,urso,Biliary Cirrhosis
1886,19750,zometa,Osteolytic Bone Metastases of Solid Tumors
1887,19801,esterified estrogens,Postmenopausal Symptoms
1888,19817,phenobarbital,Seizures
1889,19862,pioglitazone,"Diabetes, Type 2"
1890,19866,ryzolt,Back Pain
1891,19932,lo / ovral,Birth Control
1892,19971,stivarga,Colorectal Cance
1893,19987,claritin-d,Nasal Congestion
1894,19998,budeprion xl,Depression
1895,20001,advate,Hemophilia A
1896,20119,belimumab,Systemic Lupus Erythematosus
1897,20125,iclusig,Acute Lymphoblastic Leukemia
1898,20127,everolimus,Breast Cance
1899,20143,stromectol,Strongyloidiasis
1900,20215,rufinamide,Lennox-Gastaut Syndrome
1901,20257,yohimbine,Erectile Dysfunction
1902,20261,revlimid,Multiple Myeloma
1903,20263,diamox sequels,Edema
1904,20267,fexmid,Muscle Spasm
1905,20297,mephyton,Vitamin K Deficiency
1906,20397,linagliptin,"Diabetes, Type 2"
1907,20415,pulmicort flexhaler,"Asthma, Maintenance"
1908,20431,azo-standard,Interstitial Cystitis
1909,20433,degarelix,Prostate Cance
1910,20474,epoetin alfa,Anemia Associated with Chronic Renal Failure
1911,20477,indocin sr,Pain
1912,20485,symmetrel,Parkinson's Disease
1913,20487,boceprevir,Hepatitis C
1914,20495,equetro,Bipolar Disorde
1915,20508,corn huskers lotion,Dry Skin
1916,20521,cetirizine / pseudoephedrine,Allergic Rhinitis
1917,20532,capsin,Pain
1918,20588,phytonadione,Vitamin K Deficiency
1919,20624,lactase,Lactose Intolerance
1920,20648,ovide,Head Lice
1921,20687,dextromethorphan / guaifenesin,Cough
1922,20689,retin a micro,Acne
1923,20722,riboflavin,Migraine Prevention
1924,20732,cyclophosphamide,Multiple Sclerosis
1925,20787,estropipate,Postmenopausal Symptoms
1926,20799,arcalyst,amilial Cold Autoinflammatory Syndrome
1927,20802,slow fe,Iron Deficiency Anemia
1928,20826,luvox cr,Post Traumatic Stress Disorde
1929,20878,prialt,Pain
1930,20889,namenda xr,Alzheimer's Disease
1931,20896,zovirax,Herpes Simplex
1932,20945,isoniazid,"Tuberculosis, Prophylaxis"
1933,20949,tylenol with codeine,Pain
1934,20998,botulinum toxin type b,Cervical Dystonia
1935,21012,stiolto respimat,COPD
1936,21030,ashlyna,Birth Control
1937,21077,senokot,Constipation
1938,21081,norgesic,Muscle Pain
1939,21095,dronedarone,Atrial Fibrillation
1940,21103,avonex pen,Multiple Sclerosis
1941,21179,neostigmine,Myasthenia Gravis
1942,21189,darvocet a500,Pain
1943,21210,undecylenic acid,Not Listed / Othe
1944,21317,drospirenone / estradiol,Postmenopausal Symptoms
1945,21331,drixoral cold / flu,Allergic Rhinitis
1946,21349,gadavist,CNS Magnetic Resonance Imaging
1947,21373,vagistat-1,Vaginal Yeast Infection
1948,21421,magnesium oxide,Constipation
1949,21513,valdecoxib,Pain
1950,21533,methamphetamine,ADHD
1951,21649,lotemax,Postoperative Ocular Inflammation
1952,21660,naropin polyamp,Labor Pain
1953,21711,humulin n,"Diabetes, Type 2"
1954,21719,alavert,Urticaria
1955,21723,sipuleucel-t,Prostate Cance
1956,21726,rozex,Rosacea
1957,21729,collagenase,Keratosis
1958,21760,savaysa,Atrial Fibrillation
1959,21781,humatin,Dientamoeba fragilis
1960,21874,aspirin / carisoprodol,Muscle Spasm
1961,21901,griseofulvin,Tinea Corporis
1962,21907,microgestin 1.5 / 30,Menstrual Disorders
1963,21929,vasodilan,Raynaud's Syndrome
1964,21933,talwin nx,Chronic Pain
1965,21964,klonopin wafer,Panic Disorde
1966,21981,aliskiren,High Blood Pressure
1967,21992,zubsolv,Opiate Dependence
1968,22061,soma compound,Muscle Pain
1969,22073,coreg cr,High Blood Pressure
1970,22082,aplenzin,Depression
1971,22088,viekira pak,Hepatitis C
1972,22161,fesoterodine,Overactive Bladde
1973,22246,vivarin,Hypersomnia
1974,22263,detrol,Overactive Bladde
1975,22270,cetuximab,Colorectal Cance
1976,22288,nasacort aq,Allergic Rhinitis
1977,22422,rynatan,Cold Symptoms
1978,22511,rectiv,Anal Fissure and Fistula
1979,22537,verelan,Migraine Prevention
1980,22545,flanax pain reliever,Costochondritis
1981,22548,paclitaxel protein-bound,Breast Cance
1982,22549,hyoscyamine / methenamine / methylene blue / sodium biphosphate,Urinary Tract Infection
1983,22567,foradil aerolizer,"COPD, Maintenance"
1984,22575,raloxifene,Osteoporosis
1985,22683,revia,Alcohol Dependence
1986,22699,polocaine,Local Anesthesia
1987,22702,ludiomil,Panic Disorde
1988,22706,echinacea,Cold Symptoms
1989,22740,larin fe 1 / 20,Birth Control
1990,22763,vusion,Diaper Rash
1991,22802,silver sulfadiazine,"Burns, External"
1992,22848,avandamet,"Diabetes, Type 2"
1993,22860,analpram-hc,Hemorrhoids
1994,22882,lariam,Malaria Prevention
